RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
"3,013","1,592","2,106",11,87,2,2,1,33,"1,451",43,1,1,8:00 AM,2:10 PM,2,8,,,,,3,10,,,,,,2,1,1,2,0,4,2,5,5,5,5,5,5,5,5,6,6,6,6,6,6,5,240,,,5,6,6,5,5,5,,,,5,5,,,2,2,1,2,2,,,,11,5,3,4,2,,,,3,GREENVILLE,"16,125",US,12,6,2,0,2,2,2,1,1.8708309999999999
"3,014","1,593","2,106",11,87,2,2,1,33,"1,451",43,1,1,11:00 AM,2:10 PM,2,8,,,,,3,10,,,,,,2,2,1,2,1,1,2,4,3,3,3,3,5,6,6,6,6,6,6,6,6,4,,,,5,6,6,3,4,4,,,,3,,,,2,2,2,2,2,,,,11,5,3,6,2,,,,3,STRATHAM,"3,885",US,12,2,1,1,1,2,2,1,1.8708309999999999
"3,015","1,594","2,106",11,87,2,2,1,33,"1,451",43,1,1,11:00 AM,2:10 PM,2,8,,,,,3,10,,,,,,2,1,1,2,1,1,2,4,3,4,4,3,4,6,6,6,6,6,6,6,6,4,,,,4,6,6,4,4,5,,,,3,,,,2,2,2,2,2,,,,11,6,5,6,2,,,,3,BOSTON,"2,120",US,12,2,2,4,2,2,2,1,1.8708309999999999
"3,016","1,595","2,106",11,87,2,2,1,33,"1,451",43,1,1,11:00 AM,2:10 PM,2,8,,,,,3,10,,,,,,0,1,1,0,1,1,2,4,4,3,3,3,3,6,6,6,6,6,6,6,6,3,,,,4,6,6,3,3,3,,,,3,,,,3,3,3,3,3,,,,11,6,6,2,2,,,,3,STRATHAM,"3,885",US,12,5,1,4,2,2,2,1,1.8708309999999999
"3,017","1,596","2,106",11,87,2,2,1,33,"1,451",43,1,1,11:00 AM,2:10 PM,2,8,,,,,3,10,,,,,,2,1,1,2,1,1,2,3,3,3,3,3,3,6,3,3,6,6,6,6,6,3,,,,3,6,6,3,3,3,,,,3,,,,2,2,2,2,2,,,,11,3,3,6,2,,,,3,BOSTON,"2,120",US,12,5,2,4,2,2,2,1,1.8708309999999999
"3,018","1,786","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:48 AM,9:15 AM,1,8,,,,,8,10,,,,,,0,0,0,1,6,2,2,3,0,3,3,5,4,5,4,4,4,6,4,0,5,4,,,,4,4,4,3,2,3,,,,5,,,,2,2,2,2,1,,,,5,5,5,4,2,,,,3,ATLANTA,"30,048",US,12,4,1,0,2,2,1,1,0.89216700000000004
"3,019","1,787","2,006",10,23,1,1,1,7,"2,500",74,1,2,6:00 AM,9:15 AM,1,8,,,,,3,10,,,,,,0,0,1,0,2,0,2,6,3,4,4,4,4,6,6,6,6,6,6,6,6,4,69,,,3,3,3,3,3,3,,,,3,,,,2,2,2,2,2,,,,11,4,4,3,1,24,,,3,TUCSON,"85,730",US,10,6,2,0,2,2,2,1,0.89216700000000004
"3,020","1,788","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:00 AM,9:15 AM,3,8,,,,,11,10,,,,,,2,2,2,2,1,4,2,6,2,3,6,3,3,6,6,3,6,6,6,6,6,3,,,,3,6,6,6,3,3,,,,3,16,,,2,2,2,2,2,,,,9,4,3,3,2,,,,3,,,US,10,7,2,0,2,2,0,1,0.89216700000000004
"3,021","1,789","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:30 AM,9:15 AM,1,8,,,,,8,10,,,,,,1,1,2,1,1,1,2,3,3,3,4,4,4,4,4,2,4,6,4,6,3,4,,,,3,5,5,6,3,3,,,,5,99,,,2,2,2,2,1,6,,,5,3,5,5,2,,,,3,EDEN PRAIRIE,"55,344",US,11,3,2,2,2,2,2,1,0.89216700000000004
"3,022","1,790","2,006",10,23,1,1,1,7,"2,500",74,1,2,6:30 AM,9:15 AM,1,8,,,,,4,10,,,,,,1,2,1,2,3,4,2,6,2,6,5,5,5,5,5,6,5,6,6,6,6,5,900,,,5,5,5,5,5,5,,,,5,,,,3,3,3,3,3,,,,5,5,5,5,2,,,,3,AUSTIN,"78,758",US,11,5,2,4,2,1,2,1,0.89216700000000004
"3,023","1,791","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:10 AM,9:15 AM,1,8,,,,,4,10,,,,,,2,1,2,2,3,2,2,6,3,4,4,4,4,6,6,6,6,6,6,6,6,4,,,,5,6,6,6,4,4,,,,4,,,,2,2,2,2,2,,,,5,5,5,5,1,4,,,3,ARLINGTON,"22,213",US,12,3,2,4,2,2,1,1,0.89216700000000004
"3,024","1,792","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:00 AM,9:15 AM,1,8,,,,,7,10,,,,,,1,1,1,2,1,1,2,6,3,3,4,4,5,5,5,1,4,4,4,4,6,3,,,,4,4,6,4,4,4,,,,5,,,,2,2,1,2,2,3,,,5,5,4,4,2,,,,3,EL PASO,"79,936",US,11,4,2,3,2,2,2,1,0.89216700000000004
"3,025","1,793","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:15 AM,9:15 AM,2,8,,,,,8,10,,,,,,1,1,1,1,4,2,2,2,2,2,3,3,3,2,2,4,5,6,0,6,3,3,271,,,3,3,4,6,3,3,,,,3,,,,2,2,2,2,1,4,,,12,4,3,3,2,,,,3,ORLANDO,"32,836",US,12,6,2,4,2,2,2,1,0.89216700000000004
"3,026","1,794","2,006",10,23,1,1,1,7,"2,500",74,1,2,7:35 AM,9:15 AM,3,8,,,,,2,10,,,,,,0,1,0,0,1,1,2,6,6,5,5,5,5,5,0,6,5,6,6,6,6,5,,,,4,0,0,0,5,4,,,,5,,,,3,3,3,3,3,,,,4,5,4,5,2,,,,3,BOSTON,"2,050",US,12,7,2,3,2,2,2,1,0.89216700000000004
"3,027","3,702","1,310",3,77,1,1,1,33,607,62,2,3,6:25 AM,8:47 AM,2,8,,,,,6,10,,,,,,1,2,2,2,1,1,1,4,6,6,4,4,4,4,6,6,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,5,1,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,GLASGOW,,SCOTLAND,15,7,0,0,2,2,2,1,1.8708309999999999
"3,028","3,703","1,310",3,77,1,1,1,33,607,62,2,3,7:00 AM,8:47 AM,1,8,,,,,4,10,,,,,,2,1,2,2,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,4,6,6,3,3,4,,,,5,1,,,2,2,2,2,2,,,,5,5,5,5,2,,,,1,DALY CITY,"94,019",US,2,3,1,3,2,2,2,1,1.8708309999999999
"3,029","3,704","1,310",3,77,1,1,1,33,607,62,2,3,6:20 AM,8:47 AM,8,,,,,,7,10,,,,,,2,2,1,1,1,1,2,5,3,4,5,5,5,3,3,3,5,5,5,5,5,5,,,,5,3,3,5,4,5,,,,5,99,,,2,2,2,1,1,,,,12,5,5,5,2,,,,3,EDMONT,,CANADA,13,2,2,0,2,2,2,1,1.8708309999999999
"3,030","3,705","1,310",3,77,1,1,1,33,607,62,2,3,6:00 AM,8:47 AM,2,8,,,,,2,10,,,,,,1,1,1,2,3,4,2,4,3,3,4,4,4,2,2,6,5,6,6,6,6,3,74,165,,4,0,0,0,0,0,,,,2,9,,,2,2,1,2,2,,,,6,5,3,3,1,1,,,1,HALF MOON BAY,"94,019",US,2,6,1,0,2,1,0,1,1.8708309999999999
"3,031","3,706","1,310",3,77,1,1,1,33,607,62,2,3,7:00 AM,8:47 AM,2,8,,,,,2,10,,,,,,2,1,2,2,3,4,1,5,5,4,4,5,5,6,6,6,5,6,4,3,3,4,,,,4,6,6,5,5,4,,,,5,1,,,2,2,2,2,2,,,,2,5,4,5,2,,,,1,ORINDA,"94,563",US,5,0,1,0,2,2,1,1,1.8708309999999999
"3,032","3,707","1,310",3,77,1,1,1,33,607,62,2,3,6:10 AM,8:47 AM,1,8,,,,,8,10,,,,,,1,2,1,1,3,2,1,3,4,4,3,4,4,3,3,5,4,4,4,4,3,4,,,,5,5,3,4,4,4,,,,4,1,2,,2,2,2,2,1,,,,3,4,4,4,2,,,,3,BETHLEHIM,"18,020",US,12,4,1,3,2,2,2,1,1.8708309999999999
"3,033","4,092","1,501",5,97,2,3,1,34,885,67,1,2,9:05 AM,11:10 AM,2,8,,,,,5,10,,,,,,1,1,2,2,1,1,1,2,2,3,3,3,2,2,6,6,6,6,2,6,6,2,,,,3,2,6,6,4,3,,,,3,,,,2,2,2,2,2,,,,12,3,3,3,1,9,,,3,OSAKA,,JAPAN,16,3,1,1,2,2,2,4,0.59568900000000002
"3,034","4,093","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,1,8,,,,,3,10,,,,,,2,2,1,1,1,1,1,5,4,5,5,5,5,6,6,5,6,6,6,6,6,5,226,,,5,5,6,6,5,5,,,,5,1,,,1,2,2,2,1,,,,11,0,5,5,2,,,,3,TORONTO,,CANADA,13,4,1,2,2,2,2,4,0.59568900000000002
"3,035","4,094","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,1,8,,,,,1,10,,,,,4,2,2,2,2,5,4,1,4,3,4,3,4,4,6,6,6,1,2,4,4,3,3,,,,4,4,4,4,4,4,,,,4,5,,,1,2,2,2,2,,,,7,4,4,4,2,,,,1,SARATOGA,"95,900",US,4,5,1,4,1,1,2,4,0.59568900000000002
"3,036","4,095","1,501",5,97,2,3,1,34,885,67,1,2,8:30 AM,11:10 AM,2,8,,,,,8,10,,,,,,1,2,2,2,3,4,1,5,3,3,4,4,4,4,4,6,3,6,4,6,4,4,,,,5,3,3,3,3,4,,,,3,,,,2,2,2,2,2,,,,7,3,5,5,2,,,,3,NARA,,JAPAN,16,4,1,2,2,2,2,4,0.59568900000000002
"3,037","4,096","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,6,8,,,,,3,10,,,,,,2,1,1,1,1,4,1,4,5,5,3,5,4,3,3,5,6,6,6,6,6,4,900,,,4,6,6,4,5,4,,,,5,2,,,2,2,2,2,1,,,,11,0,4,5,2,,,,3,BANDON,"97,411",US,10,6,1,1,2,2,2,4,0.59568900000000002
"3,038","4,097","1,501",5,97,2,3,1,34,885,67,1,2,8:30 AM,11:10 AM,1,8,,,,,12,10,,,,,,0,0,0,0,2,4,2,1,2,2,3,3,4,3,3,2,3,2,3,3,1,3,908,,,4,3,2,2,4,3,,,,4,36,,,2,2,2,2,2,,,,7,0,3,3,2,,,,1,SAN JOSE,"95,126",US,4,4,1,4,1,1,2,1,0.59568900000000002
"3,039","4,098","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,3,8,,,,,8,10,,,,,,1,1,1,2,2,2,1,4,4,4,3,4,3,6,6,6,3,6,2,6,3,0,163,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,5,4,4,3,2,,,,3,ATLANTA,,US,12,5,1,3,2,2,2,1,0.59568900000000002
"3,040","4,099","1,501",5,97,2,3,1,34,885,67,1,2,N,11:10 AM,8,,,,,,6,10,,,,,,2,2,2,2,1,4,2,4,0,0,4,4,4,6,6,6,0,0,0,0,0,4,,,,4,6,6,6,4,4,,,,5,,,,2,2,2,2,2,,,,3,4,3,3,2,,,,1,SAN RAFAEL,"94,903",US,6,7,2,0,2,2,2,1,0.59568900000000002
"3,041","4,100","1,501",5,97,2,3,1,34,885,67,1,2,7:30 AM,11:10 AM,8,,,,,,2,10,,,,,,1,1,1,1,1,1,1,2,2,2,3,4,3,1,1,2,4,6,6,6,6,2,242,,,4,6,6,3,3,3,,,,3,1,98,,2,2,2,2,1,3,,,12,0,4,3,2,,,,3,ONO CITY,,JAPAN,16,3,1,1,2,2,2,1,0.59568900000000002
"3,042","4,101","1,501",5,97,2,3,1,34,885,67,1,2,8:00 AM,11:10 AM,3,8,,,,,3,10,,,,,,2,2,1,2,1,2,2,4,4,4,6,4,4,6,6,2,6,6,6,6,6,3,,,,4,6,6,4,3,3,,,,4,,,,2,2,2,1,1,6,,,11,4,4,6,2,,,,3,OKAYAMA,,JAPAN,16,3,2,5,3,2,2,1,0.59568900000000002
"3,043","4,102","1,501",5,97,2,3,1,34,885,67,1,2,7:30 AM,11:10 AM,8,,,,,,2,10,,,,,,1,1,1,1,1,2,1,3,3,3,2,5,3,1,1,4,4,6,6,6,6,2,74,240,,5,6,6,4,4,4,,,,4,1,,,2,2,2,2,1,2,,,12,5,5,5,1,1,28,,3,TONBA,,JAPAN,16,2,2,1,2,2,2,1,0.59568900000000002
"3,044","4,103","1,501",5,97,2,3,1,34,885,67,1,2,8:30 AM,11:10 AM,1,8,,,,,7,10,,,,,,2,1,2,2,3,2,2,5,2,2,3,3,3,3,3,3,6,6,6,6,6,4,,,,6,6,6,6,6,4,,,,4,,,,2,2,1,2,2,,,,5,4,4,5,2,,,,3,ARNES,"50,014",US,11,3,1,2,2,2,2,1,0.59568900000000002
"3,045","4,104","1,501",5,97,2,3,1,34,885,67,1,2,9:20 AM,11:10 AM,2,3,8,,,,3,10,,,,,,2,1,1,2,3,2,2,5,3,3,5,5,5,6,6,4,6,6,4,6,6,4,204,,,5,4,6,3,2,3,,,,4,,,,2,2,2,2,1,2,,,11,6,4,6,2,,,,3,OSAKA,,JAPAN,16,3,1,1,3,2,2,1,0.59568900000000002
"3,046","4,105","1,501",5,97,2,3,1,34,885,67,1,2,N,11:10 AM,2,8,,,,,3,10,,,,,,1,2,2,1,1,1,2,4,4,4,3,4,2,3,3,4,3,3,6,6,6,3,,,,4,6,6,6,4,3,,,,5,1,,,2,2,2,2,1,6,,,11,3,4,4,2,,,,3,NEYAGAWA,,JAPAN,16,3,1,2,3,2,2,4,0.59568900000000002
"3,047","4,106","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,2,1,1,1,3,2,3,3,4,4,4,5,3,3,3,6,6,6,6,6,4,,,,5,6,6,3,3,3,,,,5,,,,1,2,1,2,1,,,,11,3,4,6,2,,,,3,NAGOYA,,JAPAN,16,3,1,2,2,2,2,4,0.59568900000000002
"3,048","4,107","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,1,2,2,2,4,2,5,4,4,4,4,4,4,4,6,4,6,4,6,6,4,,,,5,5,0,4,5,4,,,,4,,,,1,2,2,2,1,,,,11,6,3,3,2,,,,3,WAKAYAMA,,JAPAN,16,5,1,4,2,2,2,4,0.59568900000000002
"3,049","4,108","1,501",5,97,2,3,1,34,885,67,1,2,8:30 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,2,2,2,1,1,2,3,6,6,3,3,3,6,6,6,6,6,6,6,6,3,,,,4,6,6,6,6,6,87,,,3,,,,3,3,3,3,3,,,,11,6,6,6,2,,,,3,OSAKA,,JAPAN,16,3,1,1,2,2,2,4,0.59568900000000002
"3,050","4,109","1,501",5,97,2,3,1,34,885,67,1,2,8:20 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,2,2,2,1,1,2,3,3,3,3,3,4,3,3,6,6,6,6,6,6,3,,,,3,6,6,6,6,4,,,,3,,,,2,2,2,2,2,,,,11,6,3,6,2,,,,3,KYOTO,,JAPAN,16,3,1,3,2,2,2,4,0.59568900000000002
"3,051","4,110","1,501",5,97,2,3,1,34,885,67,1,2,7:00 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,1,1,2,3,2,2,6,3,3,2,4,3,3,3,6,6,6,6,6,6,3,20,171,,3,3,3,3,3,3,,,,4,,,,1,2,3,3,3,17,,,11,3,3,6,0,,,,3,ITAMI,,JAPAN,16,3,2,2,2,2,2,4,0.59568900000000002
"3,052","4,111","1,501",5,97,2,3,1,34,885,67,1,2,9:10 AM,11:10 AM,2,8,,,,,5,10,,,,,,2,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,6,6,4,6,6,3,,,,3,3,6,6,6,3,,,,5,,,,2,2,2,2,2,,,,5,5,3,3,2,,,,3,DAIZAIFU,,JAPAN,16,5,1,2,2,2,2,4,0.59568900000000002
"3,053","4,112","1,501",5,97,2,3,1,34,885,67,1,2,7:30 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,1,1,1,3,4,2,5,4,4,5,5,5,6,6,5,5,5,5,6,5,5,,,,3,4,5,5,5,5,45,,,5,4,1,,2,2,2,2,1,,,,11,0,5,6,2,,,,3,SAKAI,,JAPAN,16,4,1,3,2,2,2,4,0.59568900000000002
"3,054","4,113","1,501",5,97,2,3,1,34,885,67,1,2,7:40 AM,11:10 AM,3,8,,,,,3,10,,,,,,2,2,2,1,2,1,2,4,4,3,2,4,5,3,3,5,6,6,6,6,6,4,,,,4,6,6,4,5,5,,,,4,98,,,2,2,2,2,1,,,,11,2,2,2,1,9,,,3,KOBE,,JAPAN,16,3,2,1,2,2,2,4,0.59568900000000002
"3,055","4,114","1,501",5,97,2,3,1,34,885,67,1,2,8:00 AM,11:10 AM,3,8,,,,,3,10,,,,,,2,1,2,1,3,4,2,4,2,2,3,3,3,3,3,3,6,6,6,6,6,3,911,2,20,4,6,6,3,3,3,,,,4,1,,,3,3,3,3,1,2,,,11,3,2,3,1,28,,,3,WILSONVILLE,"97,070",US,10,5,1,4,2,1,1,4,0.59568900000000002
"3,056","4,115","1,501",5,97,2,3,1,34,885,67,1,2,9:00 AM,11:10 AM,2,8,,,,,8,10,,,,,,1,1,0,1,3,4,2,3,3,3,3,4,3,3,3,4,4,6,4,6,3,3,215,233,,4,4,3,3,3,4,,,,4,4,,,2,2,2,2,1,,,,7,3,3,3,2,,,,3,OTSU,,JAPAN,16,6,1,0,1,1,1,4,0.59568900000000002
"3,057","4,116","1,501",5,97,2,3,1,34,885,67,1,2,6:30 AM,11:10 AM,2,8,,,,,8,10,,,,,,1,1,0,1,5,4,2,5,5,5,5,5,5,5,5,5,3,3,4,4,5,5,,,,5,5,5,6,5,5,,,,5,5,,,1,1,2,1,1,2,,,6,0,5,5,2,,,,3,KYOTO,,JAPAN,16,4,2,2,2,2,1,4,0.59568900000000002
"3,058","4,117","1,501",5,97,2,3,1,34,885,67,1,2,9:30 AM,11:10 AM,2,8,,,,,3,10,,,,,,2,2,2,1,1,1,2,6,6,4,4,6,4,6,6,5,6,6,6,6,6,4,200,,,4,6,6,6,4,4,,,,5,,,,3,3,3,3,1,,,,11,4,5,6,2,,,,3,MIDDLE RIVER,"21,220",US,12,2,2,1,2,2,2,3,0.59568900000000002
"3,059","1,215","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:20 AM,8:05 AM,1,8,,,,,6,10,,,,,,2,1,2,2,1,1,1,3,6,5,4,4,5,6,6,6,6,6,6,6,6,5,200,,,5,6,6,6,4,5,,,,5,1,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,MINNEAPOLIS,"55,415",US,11,3,2,0,1,2,2,1,1.2667079999999999
"3,060","1,216","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:00 AM,8:05 AM,1,8,,,,,2,10,,,,,,1,2,1,2,2,4,1,4,5,6,5,6,4,6,6,6,6,6,6,6,0,5,,,,5,0,0,0,3,3,21,,,4,5,3,,1,2,2,2,3,,,,17,5,5,5,2,,,,2,WATSONVILLE,"95,076",US,10,3,1,5,2,1,1,1,1.2667079999999999
"3,061","1,217","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:00 AM,8:05 AM,1,8,,,,,2,10,,,,,,1,2,2,2,6,4,1,5,5,5,5,5,5,5,5,5,5,4,6,4,2,4,80,81,,4,6,6,3,4,4,,,,5,26,,,2,2,2,2,0,,,,5,5,5,5,2,,,,1,PETALUMA,"94,954",US,7,6,1,5,2,2,1,1,1.2667079999999999
"3,062","1,218","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:55 AM,8:05 AM,2,8,,,,,2,10,,,,,,1,2,1,1,5,2,1,3,4,4,4,4,4,3,3,3,6,4,6,6,6,4,,,,5,0,0,4,4,4,,,,5,2,,,2,2,2,2,1,2,,,5,4,5,4,2,,,,1,SAN FRANCISCO,"94,127",US,1,4,1,4,1,2,1,1,1.2667079999999999
"3,063","1,219","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:00 AM,8:05 AM,1,8,,,,,7,10,,,,,,1,2,1,1,1,1,1,4,4,4,5,5,5,6,6,0,0,0,0,0,0,0,6,,,5,5,5,6,5,5,92,,,2,96,,,2,2,2,2,1,,,,6,5,5,5,2,,,,3,DE PERE,"54,115",US,11,4,1,5,1,2,2,1,1.2667079999999999
"3,064","1,220","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:30 AM,8:05 AM,2,8,,,,,6,10,,,,,,1,2,1,2,1,1,1,6,5,6,5,6,5,6,6,6,6,6,6,6,6,5,900,,,5,6,6,6,4,5,,,,5,5,,,2,2,2,2,2,,,,5,5,5,4,2,,,,3,SPIRIT LAKE,"51,360",US,11,6,1,5,2,2,2,1,1.2667079999999999
"3,065","1,221","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:30 AM,8:05 AM,1,8,,,,,12,10,,,,,,2,2,2,2,1,1,1,4,6,6,5,5,3,6,6,6,6,6,6,6,6,4,,,,5,6,6,6,6,5,,,,5,5,,,2,2,2,2,2,,,,7,5,4,4,2,,,,3,ROCHESTER,"14,611",US,12,2,1,5,2,2,2,1,1.2667079999999999
"3,066","1,222","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:05 AM,8:05 AM,1,8,,,,,7,10,,,,,,2,2,2,1,4,4,1,5,6,6,5,5,5,6,6,3,6,6,6,6,6,5,910,,,4,6,6,6,4,4,,,,5,4,5,,2,2,2,2,1,,,,6,5,5,5,2,,,,3,MINNEAPOLIS,"55,124",US,11,7,2,5,1,2,2,1,1.2667079999999999
"3,067","1,223","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:45 AM,8:05 AM,2,8,,,,,3,10,,,,,,1,1,1,2,1,1,2,4,4,4,6,4,4,4,4,6,6,6,6,6,6,4,,,,4,6,6,4,4,4,,,,5,,,,2,2,2,2,2,,,,11,5,3,1,2,,,,3,SEYMOUR,"47,274",US,11,5,1,2,2,2,2,1,1.2667079999999999
"3,068","1,224","1,709",7,40,1,1,1,15,"1,106",55,3,3,5:45 AM,8:05 AM,3,8,,,,,11,10,,,,,,0,0,1,0,1,4,2,4,3,3,3,3,3,3,3,3,3,3,1,1,1,3,,,,5,6,6,5,5,5,,,,4,,,,2,2,2,2,2,,,,9,5,5,5,2,,,,1,PETALUMA,"94,952",US,7,7,2,1,2,0,1,1,1.2667079999999999
"3,069","1,225","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:00 AM,8:05 AM,8,,,,,,2,10,,,,,,1,1,2,2,2,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,4,4,5,4,5,,,,5,,,,2,2,2,2,2,,,,9,5,5,3,2,,,,3,BUFFALO,"14,226",US,12,4,1,2,2,2,2,1,1.2667079999999999
"3,070","1,226","1,709",7,40,1,1,1,15,"1,106",55,3,3,5:30 AM,8:05 AM,2,8,,,,,2,10,,,,,,1,1,2,2,2,4,2,3,3,4,4,4,4,4,3,6,4,6,5,6,6,4,,,,4,5,6,6,4,4,,,,5,,,,2,2,2,2,2,,,,5,5,5,4,2,,,,3,WEST BEND,"53,095",US,11,7,2,0,2,2,2,1,1.2667079999999999
"3,071","1,227","1,709",7,40,1,1,1,15,"1,106",55,3,3,5:30 AM,8:05 AM,11,8,,,,,6,10,,,,,,1,2,1,2,4,1,2,4,4,4,3,3,4,4,4,4,5,6,5,6,6,4,162,,,5,5,5,5,5,5,,,,4,,,,3,2,2,2,1,,,,1,5,4,4,2,,,,1,BERKELEY,"94,704",US,3,2,2,1,2,2,2,1,1.2667079999999999
"3,072","1,228","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:30 AM,8:05 AM,2,3,8,,,,2,10,,,,,,2,1,2,2,3,4,2,6,6,4,4,4,4,6,6,6,4,6,4,6,1,4,83,,,4,3,2,0,3,3,,,,3,,,,2,2,2,2,2,,,,5,3,4,4,2,,,,3,,,US,12,6,1,3,2,2,2,1,1.2667079999999999
"3,073","1,229","1,709",7,40,1,1,1,15,"1,106",55,3,3,6:30 AM,8:05 AM,6,8,,,,,7,10,,,,,,1,1,0,0,1,1,2,6,6,3,4,3,3,6,6,6,3,6,3,6,4,4,,,,4,3,4,6,0,4,,,,3,,,,2,2,2,2,2,,,,5,5,3,3,1,5,,,3,FAIRVIEW,"73,737",US,11,2,1,1,2,2,2,1,1.2667079999999999
"3,074","4,118","1,502",5,91,2,3,1,34,853,96,8,3,10:30 AM,1:10 PM,1,8,,,,,3,10,,,,,,2,1,2,2,1,4,1,6,6,5,5,3,5,6,6,6,6,6,6,6,6,5,205,,,5,5,6,6,6,5,,,,5,1,,,1,2,2,2,2,,,,11,0,5,6,1,18,,,3,DENVER,"80,116",US,10,6,1,2,2,2,2,1,0.59568900000000002
"3,075","4,119","1,502",5,91,2,3,1,34,853,96,8,3,8:00 AM,1:10 PM,2,8,,,,,3,10,,,,,,2,1,1,1,5,4,1,4,4,4,3,4,4,6,6,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,1,24,,2,2,2,2,1,2,,,11,4,4,4,2,,,,3,SINGAPORE,,SINGAPORE,16,4,1,0,1,2,2,1,0.59568900000000002
"3,076","4,120","1,502",5,91,2,3,1,34,853,96,8,3,11:10 AM,1:10 PM,2,8,,,,,3,10,,,,,,2,2,2,2,1,4,1,6,6,6,4,5,5,6,6,6,6,6,6,6,6,5,33,,,5,6,6,6,5,5,,,,5,27,,,2,2,2,2,2,,,,11,0,5,6,2,,,,3,TAIPEI,,TAIWAN,16,4,1,2,1,2,2,1,0.59568900000000002
"3,077","4,121","1,502",5,91,2,3,1,34,853,96,8,3,10:30 AM,1:10 PM,2,8,,,,,5,10,,,,,,2,1,2,2,1,1,1,6,6,3,3,3,3,6,6,6,6,6,6,6,6,3,101,,,3,4,6,6,3,3,,,,3,5,,,1,2,2,2,2,,,,5,4,3,3,1,1,,,3,MACHIDA,,JAPAN,16,4,2,2,2,2,0,4,0.59568900000000002
